ID#,2 Names, Êrelation#,name of relation,Corp #,Corp,Full name of Corporation,Type of business,Miscellaneous info
46127922,Francesco  Buresti,253,BoD,20,ENDESA:CI,ENDESA (Empresa Nacional de Electricidad),Electricity,
109535473,L.  Corbo,254,BoD,20,ENDESA:CI,ENDESA (Empresa Nacional de Electricidad),Electricity,
205266528,G.  Arahuetes,255,BoD,20,ENDESA:CI,ENDESA (Empresa Nacional de Electricidad),Electricity,
205266638,B.  Cibi,256,BoD,20,ENDESA:CI,ENDESA (Empresa Nacional de Electricidad),Electricity,
205266847,C.  Morn,257,BoD,20,ENDESA:CI,ENDESA (Empresa Nacional de Electricidad),Electricity,
30349128,Ignacio  Alvear,258,CEO,21,ENERSIS:CI,Enersis,Electricity,
380240,Alfredo  Segal,259,CFO,21,ENERSIS:CI,Enersis,Electricity,
108896934,Massimo  Tambosco,260,CEO,21,ENERSIS:CI,Enersis,Electricity,
380224,Domingo  Prieto,261,VC,21,ENERSIS:CI,Enersis,Electricity,
24600293,Pablo  Valdes,262,BoD,21,ENERSIS:CI,Enersis,Electricity,
10792069,Andrea  Brentan,263,BoD,21,ENERSIS:CI,Enersis,Electricity,
324782,Rafael  Robredo,264,BoD,21,ENERSIS:CI,Enersis,Electricity,
798292,Somerville  Hernan,265,BoD,21,ENERSIS:CI,Enersis,Electricity,
4905063,Barrios  Tironi,266,BoD,21,ENERSIS:CI,Enersis,Electricity,
24985167,Leonidas  Echeverria,267,BoD,21,ENERSIS:CI,Enersis,Electricity,
3114264,Rafael  Morand_,268,BoD,21,ENERSIS:CI,Enersis,Electricity,
26747065,Hern‡n  Lores,269,GM,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,
8320892,Richard  Buc,270,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
8320841,Juan  Vicu–a,271,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Sociedad Punta del Cobre S.A.
8320888,Luis  Achondo,272,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Almendral S.A.
8320872,Juan  Granello,273,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
13401593,Alejandro  Rodr’guez,274,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
8074332,Alejandro  Marinovic,275,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
8315759,Juan  Gonz‡lez,276,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Metrogas SA
24983889,John  Hormaeche,277,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Watts S.a.
8320843,Felipe  Prieto,278,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
8320898,Antonio  Buc,279,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
20611145,Andr_s  Salas,280,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: EPG Partners S.A.
170944996,Raœl  Lihn,281,BoD,22,Entel PCS Telecomunicaciones SA,Entel Chile,Telecoms,Prim: Empresa Nacional de Telecomunicaciones S.A.
11540360,Juan  Feliu,282,CEO,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
11540341,Reinaldo  Magnasco,283,President,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
30232862,Jaime  Ortœzar,284,CFM,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
11540390,Andr_s  Astaburuaga,285,CEO,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
20608734,Michel  Bahna,286,CEO,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
8319734,Juan  Solari,287,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,Prim: Sociedad Hipodromo Chile S.A.
777838,Hern‡n  Buc,288,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,Prim: Banco de Chile
11540328,Sergio  Solari,289,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
20608712,Mar’a  Solari,290,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
20608717,Carlos  Solari,291,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,Prim: Megeve Investments
20608732,Jos_  Goudie,292,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,Prim: Inversiones Inder Spa
20608736,Alfredo  Charme,293,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,Prim: Banco Penta
26651226,Juan  Solari,294,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,
13401525,Jos_  Mar’n,295,BoD,23,S.A.C.I. Falabella,S.A.C.I. Falabella,Retailers,Prim: Codelco Norte
61042962,Gonzalo  Darraidou,296,CEO/GM,24,Forus SA,Forus SA,Retailers,
790251,Alfonso  Saavedra,297,Chairman/Pres,24,Forus SA,Forus SA,Retailers,
61042965,Marisol  Navarro,298,CFO,24,Forus SA,Forus SA,Retailers,
106304159,N.  Espinosa,299,CEO,24,Forus SA,Forus SA,Retailers,
61042944,Alfonso  Opazo,300,MD,24,Forus SA,Forus SA,Retailers,
61042949,Ricardo  Saavedra,301,BoD,24,Forus SA,Forus SA,Retailers,
8074340,Heriberto  S‡nchez,302,BoD,24,Forus SA,Forus SA,Retailers,Prim: Embotelladora Andina S.A.
50237949,Pedro  Sanchez,303,BoD,24,Forus SA,Forus SA,Retailers,Prim: Envases CMF S.A.
61042999,Eduardo  Ureta,304,BoD,24,Forus SA,Forus SA,Retailers,
61043017,John  Stevenson,305,BoD,24,Forus SA,Forus SA,Retailers,
20801498,Luis  Cer—n,306,CEO,25,GENER:CI,AES Gener,Electricity,
53834131,Stadelmann  Daniel,307,CFO,25,GENER:CI,AES Gener,Electricity,
20801496,Javier  Giorgio,308,COO,25,GENER:CI,AES Gener,Electricity,
13445924,Cristin  Antunez,309,CEO,25,GENER:CI,AES Gener,Electricity,
106615054,H_ctor  Brito,310,CEO,25,GENER:CI,AES Gener,Electricity,
106615040,Edgardo  Campelo,311,Alternate Director,25,GENER:CI,AES Gener,Electricity,
8598472,Andres  Gluski,312,BoD,25,GENER:CI,AES Gener,Electricity,Prim: AES Corporation
2226147,Juan  Camus,313,BoD,25,GENER:CI,AES Gener,Electricity,Prim: Celfin Capital
8052828,Arminio  Borjas,314,BoD,25,GENER:CI,AES Gener,Electricity,
26361844,Iv‡n  D’az-Molina,315,BoD,25,GENER:CI,AES Gener,Electricity,Prim: Empresa Electrica de Arica (EMELARI)
26631664,Rodovan  Tomicic,316,BoD,25,GENER:CI,AES Gener,Electricity,
8117300,Edward  III,317,BoD,25,GENER:CI,AES Gener,Electricity,
8676485,Victoria  Harker,318,BoD,25,GENER:CI,AES Gener,Electricity,Prim: AES Corporation
135028942,Jorge  Grez,319,BoD,25,GENER:CI,AES Gener,Electricity,
135028943,Jaime  Bracho,320,BoD,25,GENER:CI,AES Gener,Electricity,
135028944,Pedro  Ripamonti,321,BoD,25,GENER:CI,AES Gener,Electricity,
37294344,Joel  Abramson,322,BoD,25,GENER:CI,AES Gener,Electricity,Prim: AES Corporation
204605797,Javier  Moreno,323,BoD,25,GENER:CI,AES Gener,Electricity,
60738466,Marta  Gonzalo,324,CEO,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,
75962207,Giovano  Hormazabal,325,CFO,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,
25986731,Felipe  Aspillaga,326,CEO,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,
25986679,V’ctor  Fuenzalida,327,CEO,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,
25986669,Angel  Grimaldos,328,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,Prim: Sociedad General de Aguas de Barcelona SA
25986656,Joaqu’n  Herrera,329,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,Prim: Aguas Andinas S.A.
24985164,Herman  Pi–era,330,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,Prim: Watts S.a.
27737814,Juan  Ferrer,331,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,
24701298,Guerrero  Ignacio,332,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,Prim: LAN Airlines S.A.
59055620,Jaime  Fuente,333,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,
4787509,Jean-Louis  Chaussade,334,BoD,26,IAM:CI,Inversiones Aguas Metropolitanas,Water&Sanitation,Prim: Suez Environnement Company SA
30005381,Jos_  Ovalle,335,CEO,27,IANSA:CI,Iansa,Sugar Producer,
26081612,Joaquin  Wilson,336,President,27,IANSA:CI,Iansa,Sugar Producer,
100488108,Phil  Gardner,337,Co-founder,27,IANSA:CI,Iansa,Sugar Producer,
100488351,Jack  Phillips,338,Co-founder,27,IANSA:CI,Iansa,Sugar Producer,
13667472,Gaston  Diaz,339,Head of Analyisis Dept,27,IANSA:CI,Iansa,Sugar Producer,
60410913,Gabriel  Dicowsky,340,VP/Director,27,IANSA:CI,Iansa,Sugar Producer,
26081614,Andr_s  Scheggia,341,BoD,27,IANSA:CI,Iansa,Sugar Producer,
26081621,Gerardo  Alfonso,342,BoD,27,IANSA:CI,Iansa,Sugar Producer,
26081625,C_sar  Montero,343,BoD,27,IANSA:CI,Iansa,Sugar Producer,Prim: Gonzalo Jord‡n
115154502,Raimundo  Labb_,344,BoD,27,IANSA:CI,Iansa,Sugar Producer,
141503955,Gonzalo  Jord‡n,345,BoD,27,IANSA:CI,Iansa,Sugar Producer,
371071,Enrique  Plaza,346,CEO,29,LAN:CI,LAN Airlines,Airline,
371091,Ignacio  Plaza,347,President,29,LAN:CI,LAN Airlines,Airline,
371075,Alejandro  Goic,348,CFO,29,LAN:CI,LAN Airlines,Airline,
371117,Cristi‡n  Larra’n,349,CEO,29,LAN:CI,LAN Airlines,Airline,
371093,Armando  Montes,350,CEO,29,LAN:CI,LAN Airlines,Airline,
371067,Jorge  Mehech,351,BoD,29,LAN:CI,LAN Airlines,Airline,
779762,Ram—n  Kadis,352,BoD,29,LAN:CI,LAN Airlines,Airline,
779768,Dar’o  Gonz‡lez,353,BoD,29,LAN:CI,LAN Airlines,Airline,
779770,Jose  Donoso,354,BoD,29,LAN:CI,LAN Airlines,Airline,
779772,Juan  Plaza,355,BoD,29,LAN:CI,LAN Airlines,Airline,
23628093,Bernardo  Talavera,356,BoD,29,LAN:CI,LAN Airlines,Airline,"Prim: Tres Mares, S.A."
20608717,Carlos  Solari,357,BoD,29,LAN:CI,LAN Airlines,Airline,Prim: Megeve Investments
104803850,Juan  Miranda,358,BoD,29,LAN:CI,LAN Airlines,Airline,
4850239,Jorge  Salvatierra,359,BoD,29,LAN:CI,LAN Airlines,Airline,Prim: Quintec S.A.
28011542,Cristian  Montes,360,CEO,30,MADECO:CI,MADECO,Manufacturing/Metal,
54328428,Nicol‡s  Huerta,361,CFO,30,MADECO:CI,MADECO,Manufacturing/Metal,
54328431,Cristi‡n  Assef,362,CEO,30,MADECO:CI,MADECO,Manufacturing/Metal,
54328435,O.  Bragagnini,363,CEO,30,MADECO:CI,MADECO,Manufacturing/Metal,
115773514,Carlos  Cepeda,364,CEO,30,MADECO:CI,MADECO,Manufacturing/Metal,
1992492,Guillermo  Craig,365,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,
3281744,Felipe  Vergara,366,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,Prim: Quinenco S.A.
392264,Oscar  Humeres,367,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,
46495154,Alejandro  Yazigi,368,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,
777838,Hern‡n  Buc,369,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,Prim: Banco de Chile
508695,Andronico  Craig,370,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,Prim: Sociedad Matriz del Banco de Chile
362844,Francisco  Mackenna,371,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,Prim: Quinenco S.A.
8132572,Jorge  Soublette,372,BoD,30,MADECO:CI,MADECO,Manufacturing/Metal,
33017912,Roberto  Guzman,373,CEO/GM,31,MASISA:CI,MASISA,Manufacturing/Wood,
25331618,Jorge  Tagle,374,Chairman/President,31,MASISA:CI,MASISA,Manufacturing/Wood,
29434805,Eugenio  Infante,375,CFO,31,MASISA:CI,MASISA,Manufacturing/Wood,
182034122,Heraldo  Alvarez,376,CO,31,MASISA:CI,MASISA,Manufacturing/Wood,
25331612,C.  Asselot,377,CO,31,MASISA:CI,MASISA,Manufacturing/Wood,
8293042,Ronald  Degen,378,VC,31,MASISA:CI,MASISA,Manufacturing/Wood,
35441906,Rosangela  Faria,379,CO,31,MASISA:CI,MASISA,Manufacturing/Wood,
25331577,Enrique  Morel,380,BoD,31,MASISA:CI,MASISA,Manufacturing/Wood,
59519879,Salvador  Reymond,381,BoD,31,MASISA:CI,MASISA,Manufacturing/Wood,
8479909,Juan  Gonz‡lez,382,BoD,31,MASISA:CI,MASISA,Manufacturing/Wood,
25331575,Antonio  Jorratt,383,BoD,31,MASISA:CI,MASISA,Manufacturing/Wood,
8319769,Enrique  Bluth,384,BoD,31,MASISA:CI,MASISA,Manufacturing/Wood,
35412733,Andr_s  Labb_,385,CEO,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
141193868,Cristian  Wielandt,386,CFO,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
35412830,Jose  Arrivillaga,387,ED,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
35412728,Martin  Mingo,388,BoD,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
35412724,Rub_n  Serrano,389,BoD,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
35412736,Alberto  Labbe,390,BoD,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
35412768,Carlos  Labatut,391,BoD,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,Prim: Alimentos Multiexport S.A.
35412852,Hern‡n  Garc’a,392,BoD,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
141193842,Crist—bal  Mingo,393,BoD,32,MULTIFOO:CI,Multiexport Foods Sa (Multifoods),Fish & Seafood Producer,
20611646,Juan  Avenda–o,394,CEO,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
48967247,Juan  Hurtado,395,CFO,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
60410942,Juan  Restrepo,396,CEO,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
142808188,Andr_s  Ruiz-Tagle,397,CEO,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
60410984,Eduardo  Vasquez,398,CEO,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
8132570,Jos_  Saffie,399,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
48967290,Rafael  Vald_s,400,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
85695,Timothy  Purcell,401,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,Prim: Linzor Capital Partners L.P.
48967314,Guillermo  Yarur,402,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
26081452,Salvador  Somav’a,403,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,Prim: Cruz Blanca Salud SA
62170283,Orlando  Rojas,404,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
112562831,Gren_  Touma,405,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
8132554,Jos_  Urenda,406,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
112562864,Joaqu’n  Barril,407,BoD,33,PARAUCO:CI,Parque Arauco S.A.Ê,Shopping Mall Developer,
60471213,Lazaro  Valochinsky,408,CEO,34,RIPLEY:CI,Ripley,Retailers,
60471272,Hernan  Gabler,409,CFO,34,RIPLEY:CI,Ripley,Retailers,
60471403,Gonzalo  Navarro,410,COTO,34,RIPLEY:CI,Ripley,Retailers,
60471236,Sergio  Alvarado,411,CEO,34,RIPLEY:CI,Ripley,Retailers,
60471409,Arturo  Devescovi,412,CEO,34,RIPLEY:CI,Ripley,Retailers,
60471106,Michel  Volochinsky,413,BoD,34,RIPLEY:CI,Ripley,Retailers,
60471123,Maxo  Crisp’n,414,BoD,34,RIPLEY:CI,Ripley,Retailers,
60471126,Andr_s  Volochinsky,415,BoD,34,RIPLEY:CI,Ripley,Retailers,
24600295,Jorge  Ratinoff,416,BoD,34,RIPLEY:CI,Ripley,Retailers,
27677726,Jose  Azzari,417,BoD,34,RIPLEY:CI,Ripley,Retailers,
60471207,Juan  Pickering,418,BoD,34,RIPLEY:CI,Ripley,Retailers,
12057971,Felipe  Lamarca,419,BoD,34,RIPLEY:CI,Ripley,Retailers,Prim: Empresa Electrica de la Frontera S.A.
61042769,Francisco  Jord‡n,420,CEO,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
61042755,Fernando  Honorato,421,FM,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
61042720,Alberto  Aubry,422,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
61042741,An’bal  Saavedra,423,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
61042750,Jorge  Fern‡ndez,424,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
26121091,Francisco  Philippi,425,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
10524905,Andres  Haeussler,426,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,Prim: Sonda S.A.
37312169,Juan  Palma,427,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
61042988,Pablo  Err‡zuriz,428,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
141435324,Mar’a  Cubillos,429,BoD,35,SALFACOR:CI,Salfacorp Sa,Real Estate Developer,
61235195,Juan  Dominguez,430,CEO,36,SK:CI,Sidgo Koppers,Conglomerate,
396528,Juan  Ossa,431,Chairman,36,SK:CI,Sidgo Koppers,Conglomerate,
61235205,Gonzalo  Charles,432,CFO,36,SK:CI,Sidgo Koppers,Conglomerate,
60982507,Gamaliel  Aranda,433,CEO,36,SK:CI,Sidgo Koppers,Conglomerate,
26323186,Cirilo  Pablo,434,CEO,36,SK:CI,Sidgo Koppers,Conglomerate,
26323030,Naoshi  Takahashi,435,DP,36,SK:CI,Sidgo Koppers,Conglomerate,
106349629,Jos_  Dom’nguez,436,CEO,36,SK:CI,Sidgo Koppers,Conglomerate,
61235156,Mario  Garc’a,437,BoD,36,SK:CI,Sidgo Koppers,Conglomerate,
61235193,Horacio  Garcia,438,BoD,36,SK:CI,Sidgo Koppers,Conglomerate,
26323181,Norman  Ros_s,439,BoD,36,SK:CI,Sidgo Koppers,Conglomerate,
139385750,Canio  Lioi,440,BoD,36,SK:CI,Sidgo Koppers,Conglomerate,
78881662,Cristi‡n  Bisquertt,441,CEO,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881648,Christian  Gras,442,FM,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881655,Raœl  Colvin,443,CEO,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881652,Ren_  Delgado,444,CEO,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881673,Crist—bal  Fern‡ndez,445,CEO,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881676,Javier  Rudloff,446,VP,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881739,Hugo  Zeballos,447,Director,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
26121101,Fernando  Tocornal,448,BoD,37,SOCOVESA:CI,Socovesa,Real Estate Developer,Prim: Sintex S.A.
78881630,Justino  Bornand,449,BoD,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881635,Vicente  Vidal,450,BoD,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
78881637,Rodrigo  Rudloff,451,BoD,37,SOCOVESA:CI,Socovesa,Real Estate Developer,
779770,Jose  Donoso,452,BoD,37,SOCOVESA:CI,Socovesa,Real Estate Developer,Prim: LAN Airlines S.A.
61996868,Raul  Olea,453,CEO,38,SONDA:CI,Sonda,Real Estate Developer,
128663032,Carlos  Henrique,454,President,38,SONDA:CI,Sonda,Real Estate Developer,
61996866,Rafael  Pena,455,CFO,38,SONDA:CI,Sonda,Real Estate Developer,
61996818,Guido  Garcia,456,CEO,38,SONDA:CI,Sonda,Real Estate Developer,
61996816,Mario  Navarro,457,President,38,SONDA:CI,Sonda,Real Estate Developer,
61996787,Mario  Robinson,458,VC,38,SONDA:CI,Sonda,Real Estate Developer,
10524905,Andres  Haeussler,459,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
59119462,Manuel  Ureta,460,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
61996803,Pablo  Haeussler,461,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
157502961,Jaime  Matte,462,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
157503596,Christian  Stambuk,463,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
157504316,Luiz  Felippe,464,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
26121137,Juan  Molinari,465,BoD,38,SONDA:CI,Sonda,Real Estate Developer,Prim: Instituto de Diagnostico S.A.
157505680,Fabio  Correa,466,BoD,38,SONDA:CI,Sonda,Real Estate Developer,
393345,Patricio  Contesse,467,CEO,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
8056162,Ricardo  Ramos,468,CFO,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
8056166,Patricio  Solminihac,469,CEO,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
8056164,S.  Astaburuaga,470,VP,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
35344824,Juan  Barrera,471,VP,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
8056158,Luis  Ponce,472,VP,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
8056156,Julio  Ponce,473,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
297551,Wayne  Brownlee,474,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,"Prim: Potash Corp. of Saskatchewan, Inc"
2864231,Kendrick  Wallace,475,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
2864245,Jos_  Baeza,476,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
777838,Hern‡n  Buc,477,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,Prim: Banco de Chile
23218485,Wolf  Appen,478,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
44432032,Eduardo  Castellon,479,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
23771387,Daniel  Elsaca,480,BoD,39,SQM/A:CI,Sociedad Qu’mica y Minera de Chile,Chemicals,
29975451,Rafael  Moreira,481,CFO,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
59568434,Guillermo  Bascu–‡n,482,VP,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
20611642,Vivien  Brown,483,VP,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
20611638,Enrique  Correa,484,VP,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
29975459,Fernando  Diez,485,VP,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
20611617,Alejandro  Moreira,486,VP,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
59568402,Victor  Torche,487,ED,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
26016701,Andr_s  Kuperman,488,VP,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
8071924,Jaime  Valdes,489,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
8333028,Arturo  Fernandez,490,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
362844,Francisco  Mackenna,491,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
54023665,Bertilda  Torres,492,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
8333019,Christoph  Schmitz,493,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
9068523,Patricio  P_rez,494,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
790236,Joaqu’n  Fontaine,495,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
20611646,Juan  Avenda–o,496,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
2226147,Juan  Camus,497,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
790245,Patricio  Dom’nguez,498,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
24985162,Canio  Lioi,499,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
777838,Hern‡n  Buc,500,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
204867786,Juan  Irarr‡zaval,501,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
204867824,Jos_  Rebeco,502,BoD,40,VAPORES:CI,Cia Sudamericana De Vapores,Shipping,
8320892,Richard  Buc,503,MD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
8320843,Felipe  Prieto,504,MoF,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
26747293,V’ctor  çlvarez,505,GM,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
26747065,Hern‡n  Lores,506,GM,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
8320841,Juan  Vicu–a,507,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,Prim: Sociedad Punta del Cobre S.A.
8320888,Luis  Achondo,508,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,Prim: Almendral S.A.
8320872,Juan  Granello,509,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
26747069,Jos_  Gonz‡lez,510,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
8074332,Alejandro  Marinovic,511,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
34105796,Juan  Hormaeche,512,BoD,41,ENTEL:CI,Empresa Nacional de Telecomunicaciones S.A.,Telecoms,
